Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,,Electricity Intensity [kWh/m2],Natural Gas Intensity [kWh/m2],Gasoline Intensity [kWh/m2],Diesel Intensity [kWh/m2],Coal Intensity [kWh/m2],Fuel Oil No 1 Intensity [kWh/m2],Fuel Oil No 2 Intensity [kWh/m2],Propane Intensity [kWh/m2],Other Fuel 1 Intensity [kWh/m2],Other Fuel 2 Intensity [kWh/m2],District Cooling Intensity [kWh/m2],District Heating Water Intensity [kWh/m2],District Heating Steam Intensity [kWh/m2],Water Intensity [m3/m2]
,Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,HVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Utility Use Per Total Floor Area

,,Electricity Intensity [kWh/m2],Natural Gas Intensity [kWh/m2],Gasoline Intensity [kWh/m2],Diesel Intensity [kWh/m2],Coal Intensity [kWh/m2],Fuel Oil No 1 Intensity [kWh/m2],Fuel Oil No 2 Intensity [kWh/m2],Propane Intensity [kWh/m2],Other Fuel 1 Intensity [kWh/m2],Other Fuel 2 Intensity [kWh/m2],District Cooling Intensity [kWh/m2],District Heating Water Intensity [kWh/m2],District Heating Steam Intensity [kWh/m2],Water Intensity [m3/m2]
,Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,HVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Total,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,


Electric Loads Satisfied

,,Electricity [kWh],Percent Electricity [%]
,Fuel-Fired Power Generation,0.000,
,High Temperature Geothermal*,0.000,
,Photovoltaic Power,0.000,
,Wind Power,0.000,
,Power Conversion,0.000,
,Net Decrease in On-Site Storage,0.000,
,Total On-Site Electric Sources,0.000,
,,,
,Electricity Coming From Utility,0.000,
,Surplus Electricity Going To Utility,0.000,
,Net Electricity From Utility,0.000,
,,,
,Total On-Site and Utility Electric Sources,0.000,
,Total Electricity End Uses,0.000,


On-Site Thermal Sources

,,Heat [kWh],Percent Heat [%]
,Water-Side Heat Recovery,0.00,
,Air to Air Heat Recovery for Cooling,0.00,
,Air to Air Heat Recovery for Heating,0.00,
,High-Temperature Geothermal*,0.00,
,Solar Water Thermal,0.00,
,Solar Air Thermal,0.00,
,Total On-Site Thermal Sources,0.00,


Water Source Summary

,,Water [m3],Percent Water [%]
,Rainwater Collection,0.00,-
,Condensate Collection,0.00,-
,Groundwater Well,0.00,-
,Total On Site Water Sources,0.00,-
,-,-,-
,Initial Storage,0.00,-
,Final Storage,0.00,-
,Change in Storage,0.00,-
,-,-,-
,Water Supplied by Utility,0.00,-
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,0.00,-
,Total Water End Uses,0.00,-


Setpoint Not Met Criteria

,,Degrees [deltaC]
,Tolerance for Zone Heating Setpoint Not Met Time,1.11
,Tolerance for Zone Cooling Setpoint Not Met Time,1.11


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,0.00
,Time Setpoint Not Met During Occupied Cooling,28.50
,Time Not Comfortable Based on Simple ASHRAE 55-2004,64.00


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
,RunPeriod,GREEN STUDIO (01-01:31-12)
,Weather File,Tampa International Ap FL USA TMY3 WMO#=722110
,Latitude [deg],27.97
,Longitude [deg],-82.5
,Elevation [m],6.00
,Time Zone,-5.0
,North Axis Angle [deg],0.00
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],0.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],11085.12,3027.00,2515.56,3027.00,2515.56
,Above Ground Wall Area [m2],10332.72,2787.60,2378.76,2787.60,2378.76
,Window Opening Area [m2],3667.42,1097.03,832.26,911.21,826.92
,Gross Window-Wall Ratio [%],33.08,36.24,33.08,30.10,32.87
,Above Ground Window-Wall Ratio [%],35.49,39.35,34.99,32.69,34.76


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],11068.12,3025.40,2508.66,3025.40,2508.66
,Above Ground Wall Area [m2],10315.72,2786.00,2371.86,2786.00,2371.86
,Window Opening Area [m2],3667.42,1097.03,832.26,911.21,826.92
,Gross Window-Wall Ratio [%],33.13,36.26,33.18,30.12,32.96
,Above Ground Window-Wall Ratio [%],35.55,39.38,35.09,32.71,34.86


Skylight-Roof Ratio

,,Total
,Gross Roof Area [m2],3320.96
,Skylight Area [m2],253.90
,Skylight-Roof Ratio [%],7.65


PERFORMANCE
Zone Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [m3],Multipliers,Above Ground Gross Wall Area [m2],Underground Gross Wall Area [m2],Window Glass Area [m2],Opening Area [m2],Lighting [W/m2],People [m2 per person],Plug and Process [W/m2]
,BASEMENT2:B1XSERVERROOM,353.80,Yes,Yes,1344.45,1.00,0.00,148.20,0.00,0.00,1.2000,,0.0000
,BASEMENT2:B1XCORE,237.62,Yes,Yes,902.97,1.00,0.00,0.00,0.00,0.00,1.2000,30.30,0.0000
,BASEMENT2:B1XCORRIDOR,575.25,Yes,Yes,2185.94,1.00,0.00,152.00,0.00,0.00,1.2000,,0.0000
,BASEMENT2:B1XEQUIPMENTROOM,120.78,Yes,Yes,458.97,1.00,0.00,26.60,0.00,0.00,1.2000,,0.0000
,BASEMENT2:B1XGYM,152.21,Yes,Yes,578.41,1.00,0.00,102.60,0.00,0.00,1.8000,6.07,15.0000
,BASEMENT2:B1XSHOP,172.21,Yes,Yes,654.41,1.00,0.00,102.60,0.00,0.00,25.0000,5.00,11.0000
,BASEMENT2:B1XCANTEEN,563.82,Yes,Yes,2142.52,1.00,0.00,220.40,0.00,0.00,1.8000,1.49,5.0000
,1FXEXHIBITION:ZONE1,199.26,Yes,Yes,777.11,1.00,236.00,0.00,104.95,110.95,3.6000,3.03,8.0000
,1FXRECEPTION:ZONE1,118.14,Yes,Yes,460.74,1.00,183.97,0.00,81.21,85.58,2.4000,9.92,6.1900
,1FXACCEEORYROOM:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,0.00,0.00,0.6000,40.00,0.0000
,1FXHALL:ZONE1,534.71,Yes,Yes,2085.38,1.00,404.00,0.00,183.50,192.85,2.4000,9.92,6.1900
,1FXLECTUREHALL:ZONE2,199.26,Yes,Yes,777.11,1.00,236.00,0.00,0.00,0.00,3.6000,4.58,2.0000
,1FXLECTUREXRESTROOM:RESTROOM,26.97,Yes,Yes,105.18,1.00,72.00,0.00,0.00,0.00,1.2000,,0.0000
,1FXLECTUREXRESTROOM:LECTURE,89.30,Yes,Yes,348.27,1.00,111.97,0.00,0.00,0.00,3.6000,4.58,2.0000
,1FXACCESSORYROOM:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,0.00,0.00,0.6000,40.00,0.0000
,1FXOFFICE:ZONE1,233.45,Yes,Yes,910.45,1.00,332.00,0.00,149.26,157.75,6.0000,5.00,16.0000
,1FXSERVICEROOM:ZONE1,70.79,Yes,Yes,276.06,1.00,143.97,0.00,0.00,0.00,1.2000,,0.0000
,2FXLAB:ZONE1,69.56,Yes,Yes,271.28,1.00,144.00,0.00,30.06,32.11,6.0000,5.88,16.0000
,2FXLABXRESTROOM:RESTROOM,21.56,Yes,Yes,84.10,1.00,62.00,0.00,0.00,0.00,1.2000,,0.0000
,2FXLABXRESTROOM:LAB,71.40,Yes,Yes,278.47,1.00,101.97,0.00,19.36,20.69,6.0000,5.88,16.0000
,2FXOFFICEXLAB:OFFICE,106.34,Yes,Yes,414.74,1.00,130.00,0.00,58.24,61.03,6.0000,5.00,16.0000
,2FXOFFICEXLAB:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,2FXOFFICEXLAB:LAB,47.71,Yes,Yes,186.08,1.00,58.00,0.00,14.84,15.92,6.0000,5.88,16.0000
,2FXMEETINGROOM:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,2FXOFFICEXAC:OFFICE,217.97,Yes,Yes,850.09,1.00,248.00,0.00,165.46,172.28,6.0000,5.00,16.0000
,2FXLABXRESTROOM1:RESTROOM,30.21,Yes,Yes,117.83,1.00,78.00,0.00,0.00,0.00,1.2000,,0.0000
,2FXLABXRESTROOM1:LAB,100.04,Yes,Yes,390.15,1.00,117.97,0.00,27.86,29.65,6.0000,5.88,16.0000
,2FXLAB1:ZONE1,97.45,Yes,Yes,380.07,1.00,176.00,0.00,44.98,48.12,6.0000,5.88,16.0000
,2FXOFFICEXLABQ1:OFFICE,148.99,Yes,Yes,581.06,1.00,146.00,0.00,65.59,68.83,6.0000,5.00,16.0000
,2FXOFFICEXLABQ1:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,2FXOFFICEXLABQ1:LAB,74.36,Yes,Yes,290.01,1.00,74.00,0.00,20.37,21.88,6.0000,5.88,16.0000
,2FXMEETINGROOM1:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,3FXLAB:ZONE1,69.56,Yes,Yes,271.28,1.00,144.00,0.00,30.10,32.16,6.0000,5.88,16.0000
,3FXLABXRESTROOM:RESTROOM,21.56,Yes,Yes,84.10,1.00,62.00,0.00,0.00,0.00,1.2000,,0.0000
,3FXLABXRESTROOM:LAB,71.40,Yes,Yes,278.47,1.00,101.97,0.00,24.52,26.26,6.0000,5.88,16.0000
,3FXMEETINGROOM:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,2FXFFCXC1XDYLGHT:OFFICE,217.97,Yes,Yes,850.09,1.00,248.00,0.00,165.46,172.28,6.0000,5.00,16.0000
,3FXOFFICEXLAB1:OFFICE,91.38,Yes,Yes,356.39,1.00,118.00,0.00,53.01,55.18,6.0000,5.00,16.0000
,3FXOFFICEXLAB1:LAB,47.71,Yes,Yes,186.08,1.00,58.00,0.00,14.78,15.98,6.0000,5.88,16.0000
,3FXOFFICEXLAB1:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,3FXOFFICEXLAB:OFFICE,173.84,Yes,Yes,677.98,1.00,154.00,0.00,69.62,72.73,6.0000,5.00,16.0000
,3FXOFFICEXLAB:RESTROOM,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,3FXOFFICEXLAB:LAB,107.67,Yes,Yes,419.92,1.00,94.00,0.00,27.64,29.44,6.0000,5.88,16.0000
,3FXLABXRESTROOM1:RESTROOM,41.02,Yes,Yes,159.99,1.00,98.00,0.00,0.00,0.00,1.2000,,0.0000
,3FXLABXRESTROOM1:LAB,135.83,Yes,Yes,529.75,1.00,137.97,0.00,34.65,36.84,6.0000,5.88,16.0000
,3FXLAB1:ZONE1,132.32,Yes,Yes,516.07,1.00,216.00,0.00,52.37,55.92,6.0000,5.88,16.0000
,3FXMEETINGROOM1:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,4FXLAB:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,36.18,38.70,6.0000,5.88,16.0000
,4FXLABXRESTROOM:RESTROOM,26.97,Yes,Yes,105.18,1.00,72.00,0.00,0.00,0.00,1.2000,,0.0000
,4FXLABXRESTROOM:LAB,89.30,Yes,Yes,348.27,1.00,111.97,0.00,22.87,24.39,6.0000,5.88,16.0000
,4FXMEETINGROOM:ZONE1,73.05,Yes,Yes,284.88,1.00,148.00,0.00,62.18,65.33,6.0000,1.49,11.0000
,4FXOFFICEXLAB:OFFICE,200.36,Yes,Yes,781.39,1.00,168.00,0.00,75.80,79.56,6.0000,5.00,16.0000
,4FXOFFICEXLAB:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,4FXOFFICEXLAB:LAB,91.02,Yes,Yes,354.96,1.00,84.00,0.00,24.33,25.93,6.0000,5.88,16.0000
,4FXOFFICEXLAB1:OFFICE,197.95,Yes,Yes,772.01,1.00,166.00,0.00,74.85,78.58,6.0000,5.00,16.0000
,4FXOFFICEXLAB1:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,4FXOFFICEXLAB1:LAB,94.35,Yes,Yes,367.95,1.00,86.00,0.00,24.60,26.24,6.0000,5.88,16.0000
,4FXLABXRESTROOMQ1:LAB,100.04,Yes,Yes,390.15,1.00,117.97,0.00,24.98,26.63,6.0000,5.88,16.0000
,4FXLABXRESTROOMQ1:RESTROOM,30.21,Yes,Yes,117.83,1.00,78.00,0.00,0.00,0.00,1.2000,,0.0000
,4FXLAB1:ZONE1,127.38,Yes,Yes,496.77,1.00,200.00,0.00,45.70,48.87,6.0000,5.88,16.0000
,4FXMEETINGROOM1:ZONE1,73.05,Yes,Yes,284.88,1.00,148.00,0.00,62.18,65.33,6.0000,1.49,11.0000
,4FXFFCXCXDYLGHTNG:OFFICE,230.44,Yes,Yes,898.73,1.00,256.00,0.00,152.74,159.25,6.0000,5.00,16.0000
,4FXOFFICEXAC1:OFFICE,230.44,Yes,Yes,898.73,1.00,256.00,0.00,152.74,159.25,6.0000,5.00,16.0000
,5FXOFFICEXAC:OFFICE,217.97,Yes,Yes,850.09,1.00,248.00,0.00,140.78,146.97,6.0000,5.00,16.0000
,5FXFFCXC1XDYLGHTNG:OFFICE,217.97,Yes,Yes,850.09,1.00,248.00,0.00,138.42,144.54,6.0000,5.00,16.0000
,5FXOFFICEXLAB:OFFICE,133.00,Yes,Yes,518.69,1.00,140.00,0.00,62.75,65.91,6.0000,5.00,16.0000
,5FXOFFICEXLAB:AC,17.72,Yes,Yes,69.11,1.00,39.98,0.00,0.00,0.00,1.2000,,0.0000
,5FXOFFICEXLAB:LAB,64.38,Yes,Yes,251.09,1.00,68.02,0.00,18.43,19.71,6.0000,5.88,16.0000
,5FXOFFICEXLABQ1:OFFICE,133.00,Yes,Yes,518.69,1.00,140.00,0.00,62.75,65.91,6.0000,5.00,16.0000
,5FXOFFICEXLABQ1:AC,17.73,Yes,Yes,69.16,1.00,40.00,0.00,0.00,0.00,1.2000,,0.0000
,5FXOFFICEXLABQ1:LAB,64.37,Yes,Yes,251.04,1.00,68.00,0.00,18.45,19.73,6.0000,5.88,16.0000
,5FXLABXRESTROOM:RESTROOM,26.97,Yes,Yes,105.18,1.00,72.00,0.00,0.00,0.00,1.2000,,0.0000
,5FXLABXRESTROOM:LAB,89.30,Yes,Yes,348.27,1.00,111.97,0.00,22.84,24.36,6.0000,5.88,16.0000
,5FXLAB:ZONE1,139.60,Yes,Yes,544.44,1.00,208.00,0.00,47.40,50.67,6.0000,5.88,16.0000
,5FXMEETINGROOM:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,5FXMEETINGROOM1:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,69.78,73.13,6.0000,1.49,11.0000
,5FXLAB1:ZONE1,86.99,Yes,Yes,339.28,1.00,164.00,0.00,36.11,38.63,6.0000,5.88,16.0000
,5FXLABXRESTROOM1:LAB,89.30,Yes,Yes,348.27,1.00,111.97,0.00,22.90,24.42,6.0000,5.88,16.0000
,5FXLABXRESTROOM1:RESTROOM,26.97,Yes,Yes,105.18,1.00,72.00,0.00,0.00,0.00,1.2000,,0.0000
,3FXFFCXCXDYLGHTNG:OFFICE,211.73,Yes,Yes,825.76,1.00,244.00,0.00,151.20,157.68,6.0000,5.00,16.0000
,3FXOFFICEXAC1:OFFICE,211.73,Yes,Yes,825.76,1.00,244.00,0.00,151.20,157.68,6.0000,5.00,16.0000
,BLOCK3:ZONE1,253.90,No,Yes,0.01,1.00,17.00,0.00,0.00,0.00,4.8000,9.01,11.7700
,Total,10200.00,,,38572.22,,10332.72,752.40,3488.86,3667.42,4.7340,4.81,10.6576
,Conditioned Total,9946.10,,,38572.21,,10315.72,752.40,3488.86,3667.42,4.7324,4.75,10.6292
,Unconditioned Total,253.90,,,0.01,,17.00,0.00,0.00,0.00,4.8000,9.01,11.7700
,Not Part of Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,


Space Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Multipliers,Zone Name,Space Type,Radiant/Solar Enclosure Name,Lighting [W/m2],People [m2 per person],Plug and Process [W/m2],Tags
,BASEMENT2:B1XSERVERROOM,353.80,Yes,Yes,1.00,BASEMENT2:B1XSERVERROOM,GENERAL,BASEMENT2:B1XSERVERROOM,1.2000,0.00,0.0000,
,BASEMENT2:B1XCORE,237.62,Yes,Yes,1.00,BASEMENT2:B1XCORE,GENERAL,BASEMENT2:B1XCORE,1.2000,30.30,0.0000,
,BASEMENT2:B1XCORRIDOR,575.25,Yes,Yes,1.00,BASEMENT2:B1XCORRIDOR,GENERAL,BASEMENT2:B1XCORRIDOR,1.2000,0.00,0.0000,
,BASEMENT2:B1XEQUIPMENTROOM,120.78,Yes,Yes,1.00,BASEMENT2:B1XEQUIPMENTROOM,GENERAL,BASEMENT2:B1XEQUIPMENTROOM,1.2000,0.00,0.0000,
,BASEMENT2:B1XGYM,152.21,Yes,Yes,1.00,BASEMENT2:B1XGYM,GENERAL,BASEMENT2:B1XGYM,1.8000,6.07,15.0000,
,BASEMENT2:B1XSHOP,172.21,Yes,Yes,1.00,BASEMENT2:B1XSHOP,GENERAL,BASEMENT2:B1XSHOP,25.0000,5.00,11.0000,
,BASEMENT2:B1XCANTEEN,563.82,Yes,Yes,1.00,BASEMENT2:B1XCANTEEN,GENERAL,BASEMENT2:B1XCANTEEN,1.8000,1.49,5.0000,
,1FXEXHIBITION:ZONE1,199.26,Yes,Yes,1.00,1FXEXHIBITION:ZONE1,GENERAL,1FXEXHIBITION:ZONE1,3.6000,3.03,8.0000,
,1FXRECEPTION:ZONE1,118.14,Yes,Yes,1.00,1FXRECEPTION:ZONE1,GENERAL,1FXRECEPTION:ZONE1,2.4000,9.92,6.1900,
,1FXACCEEORYROOM:ZONE1,86.99,Yes,Yes,1.00,1FXACCEEORYROOM:ZONE1,GENERAL,1FXACCEEORYROOM:ZONE1,0.6000,40.00,0.0000,
,1FXHALL:ZONE1,534.71,Yes,Yes,1.00,1FXHALL:ZONE1,GENERAL,1FXHALL:ZONE1,2.4000,9.92,6.1900,
,1FXLECTUREHALL:ZONE2,199.26,Yes,Yes,1.00,1FXLECTUREHALL:ZONE2,GENERAL,1FXLECTUREHALL:ZONE2,3.6000,4.58,2.0000,
,1FXLECTUREXRESTROOM:RESTROOM,26.97,Yes,Yes,1.00,1FXLECTUREXRESTROOM:RESTROOM,GENERAL,1FXLECTUREXRESTROOM:RESTROOM,1.2000,0.00,0.0000,
,1FXLECTUREXRESTROOM:LECTURE,89.30,Yes,Yes,1.00,1FXLECTUREXRESTROOM:LECTURE,GENERAL,1FXLECTUREXRESTROOM:LECTURE,3.6000,4.58,2.0000,
,1FXACCESSORYROOM:ZONE1,86.99,Yes,Yes,1.00,1FXACCESSORYROOM:ZONE1,GENERAL,1FXACCESSORYROOM:ZONE1,0.6000,40.00,0.0000,
,1FXOFFICE:ZONE1,233.45,Yes,Yes,1.00,1FXOFFICE:ZONE1,GENERAL,1FXOFFICE:ZONE1,6.0000,5.00,16.0000,
,1FXSERVICEROOM:ZONE1,70.79,Yes,Yes,1.00,1FXSERVICEROOM:ZONE1,GENERAL,1FXSERVICEROOM:ZONE1,1.2000,0.00,0.0000,
,2FXLAB:ZONE1,69.56,Yes,Yes,1.00,2FXLAB:ZONE1,GENERAL,2FXLAB:ZONE1,6.0000,5.88,16.0000,
,2FXLABXRESTROOM:RESTROOM,21.56,Yes,Yes,1.00,2FXLABXRESTROOM:RESTROOM,GENERAL,2FXLABXRESTROOM:RESTROOM,1.2000,0.00,0.0000,
,2FXLABXRESTROOM:LAB,71.40,Yes,Yes,1.00,2FXLABXRESTROOM:LAB,GENERAL,2FXLABXRESTROOM:LAB,6.0000,5.88,16.0000,
,2FXOFFICEXLAB:OFFICE,106.34,Yes,Yes,1.00,2FXOFFICEXLAB:OFFICE,GENERAL,2FXOFFICEXLAB:OFFICE,6.0000,5.00,16.0000,
,2FXOFFICEXLAB:AC,17.73,Yes,Yes,1.00,2FXOFFICEXLAB:AC,GENERAL,2FXOFFICEXLAB:AC,1.2000,0.00,0.0000,
,2FXOFFICEXLAB:LAB,47.71,Yes,Yes,1.00,2FXOFFICEXLAB:LAB,GENERAL,2FXOFFICEXLAB:LAB,6.0000,5.88,16.0000,
,2FXMEETINGROOM:ZONE1,86.99,Yes,Yes,1.00,2FXMEETINGROOM:ZONE1,GENERAL,2FXMEETINGROOM:ZONE1,6.0000,1.49,11.0000,
,2FXOFFICEXAC:OFFICE,217.97,Yes,Yes,1.00,2FXOFFICEXAC:OFFICE,GENERAL,2FXOFFICEXAC:OFFICE,6.0000,5.00,16.0000,
,2FXLABXRESTROOM1:RESTROOM,30.21,Yes,Yes,1.00,2FXLABXRESTROOM1:RESTROOM,GENERAL,2FXLABXRESTROOM1:RESTROOM,1.2000,0.00,0.0000,
,2FXLABXRESTROOM1:LAB,100.04,Yes,Yes,1.00,2FXLABXRESTROOM1:LAB,GENERAL,2FXLABXRESTROOM1:LAB,6.0000,5.88,16.0000,
,2FXLAB1:ZONE1,97.45,Yes,Yes,1.00,2FXLAB1:ZONE1,GENERAL,2FXLAB1:ZONE1,6.0000,5.88,16.0000,
,2FXOFFICEXLABQ1:OFFICE,148.99,Yes,Yes,1.00,2FXOFFICEXLABQ1:OFFICE,GENERAL,2FXOFFICEXLABQ1:OFFICE,6.0000,5.00,16.0000,
,2FXOFFICEXLABQ1:AC,17.73,Yes,Yes,1.00,2FXOFFICEXLABQ1:AC,GENERAL,2FXOFFICEXLABQ1:AC,1.2000,0.00,0.0000,
,2FXOFFICEXLABQ1:LAB,74.36,Yes,Yes,1.00,2FXOFFICEXLABQ1:LAB,GENERAL,2FXOFFICEXLABQ1:LAB,6.0000,5.88,16.0000,
,2FXMEETINGROOM1:ZONE1,86.99,Yes,Yes,1.00,2FXMEETINGROOM1:ZONE1,GENERAL,2FXMEETINGROOM1:ZONE1,6.0000,1.49,11.0000,
,3FXLAB:ZONE1,69.56,Yes,Yes,1.00,3FXLAB:ZONE1,GENERAL,3FXLAB:ZONE1,6.0000,5.88,16.0000,
,3FXLABXRESTROOM:RESTROOM,21.56,Yes,Yes,1.00,3FXLABXRESTROOM:RESTROOM,GENERAL,3FXLABXRESTROOM:RESTROOM,1.2000,0.00,0.0000,
,3FXLABXRESTROOM:LAB,71.40,Yes,Yes,1.00,3FXLABXRESTROOM:LAB,GENERAL,3FXLABXRESTROOM:LAB,6.0000,5.88,16.0000,
